contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
9700_9700_SPE7M121FA182_0_SPE7LX19D0021_0,DEPT OF DEFENSE,66.1,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,OSHKOSH DEFENSE LLC,WISCONSIN,WISCONSIN,DELIVERY ORDER,"4551302695!BUSHING,SLEEVE","4551302695!BUSHING,SLEEVE","BEARINGS, PLAIN, UNMOUNTED",HARDWARE MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7M121FA171_0_SPE7LX16D0023_0,DEPT OF DEFENSE,31.41,2020-10-05,2020-10-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CUMMINS INC,TENNESSEE,TENNESSEE,DELIVERY ORDER,"4551302620!RETAINER,BATTERY","4551302620!RETAINER,BATTERY","MISCELLANEOUS BATTERY RETAINING FIXTURES, LINERS AND ANCILLARY ITEMS",AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7M121FA159_0_SPE7LX16D0023_0,DEPT OF DEFENSE,44.23,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CUMMINS INC,TENNESSEE,TENNESSEE,DELIVERY ORDER,"4551302281!HEAD,FLUID FILTER","4551302281!HEAD,FLUID FILTER","CENTRIFUGALS, SEPARATORS, AND PRESSURE AND VACUUM FILTERS",AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7M121FA151_0_SPE7LX16D0023_0,DEPT OF DEFENSE,238.92,2020-10-05,2020-10-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CUMMINS INC,TENNESSEE,TENNESSEE,DELIVERY ORDER,"4551302273!FILTER ELEMENT,INTA","4551302273!FILTER ELEMENT,INTA",COMPRESSORS AND VACUUM PUMPS,AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7M121F0261_0_SPE7MX20D0116_0,DEPT OF DEFENSE,7965.0,2020-10-05,2021-06-22 00:00:00,Department of Defense,Defense Logistics Agency,25.7: Operation and maintenance of equipment;26.0: Supplies and materials,THE BELTING COMPANY OF CINCINNATI,OHIO,KENTUCKY,DELIVERY ORDER,"8507698965!COUPLING,SHAFT,FLEX","8507698965!COUPLING,SHAFT,FLEX",TORQUE CONVERTERS AND SPEED CHANGERS,OTHER MOTOR VEHICLE PARTS MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7M021F0107_0_SPE7M320D60XQ_0,DEPT OF DEFENSE,134717.2,2020-10-05,2021-03-09 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,R & M GOVERNMENT SERVICES INC,NEW MEXICO,NEW MEXICO,DELIVERY ORDER,"8507699696!SHOP EQUIPMENT,UTIL","8507699696!SHOP EQUIPMENT,UTIL",MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,OTHER METAL CONTAINER MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,YES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,t,f,t,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7M021F0088_0_SPE7M320D61GW_0,DEPT OF DEFENSE,681.82,2020-10-05,2021-04-01 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"JGILS, LLC",LOUISIANA,LOUISIANA,DELIVERY ORDER,"8507699577!CLAMP,HOSE","8507699577!CLAMP,HOSE","HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS","BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7M021F0081_0_SPE7M320D61KB_0,DEPT OF DEFENSE,304.11,2020-10-05,2021-02-01 00:00:00,Department of Defense,Defense Logistics Agency,,"HBD INDUSTRIES, INC",KANSAS,KANSAS,DELIVERY ORDER,"8507699564!HOSE,NONMETALLIC","8507699564!HOSE,NONMETALLIC",HOSE AND FLEXIBLE TUBING,RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FZ022_0_SPE7L120D0025_0,DEPT OF DEFENSE,49.14,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,4551303809!GASKET,4551303809!GASKET,PACKING AND GASKET MATERIALS,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FZ021_0_SPE7L120D0025_0,DEPT OF DEFENSE,991.18,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551303807!TEST STAND,OIL TEMP","4551303807!TEST STAND,OIL TEMP",MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FZ019_0_SPE7L120D0025_0,DEPT OF DEFENSE,32.16,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,4551303776!O-RING,4551303776!O-RING,O-RING,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA547_0_SPE7L120D0025_0,DEPT OF DEFENSE,34.51,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551310176!FILTER ELEMENT,FLUI","4551310176!FILTER ELEMENT,FLUI","CENTRIFUGALS, SEPARATORS, AND PRESSURE AND VACUUM FILTERS",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA546_0_SPE7L120D0025_0,DEPT OF DEFENSE,0.48,2020-10-05,2020-10-09 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551310120!NUT,SELF-LOCKING,HE","4551310120!NUT,SELF-LOCKING,HE",NUTS AND WASHERS,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA538_0_SPE7L120D0025_0,DEPT OF DEFENSE,208.82,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551309073!FILTER BODY,FLUID","4551309073!FILTER BODY,FLUID","ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA525_0_SPE7L120D0025_0,DEPT OF DEFENSE,259.18,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551307714!LIGHT,BLACKOUT","4551307714!LIGHT,BLACKOUT",ELECTRIC VEHICULAR LIGHTS AND FIXTURES,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA523_0_SPE7L120D0025_0,DEPT OF DEFENSE,6.59,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551307342!FILTER ELEMENT,FLUI","4551307342!FILTER ELEMENT,FLUI","ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA518_0_SPE7L120D0025_0,DEPT OF DEFENSE,728.46,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551306025!FILTER ELEMENT,FLUI","4551306025!FILTER ELEMENT,FLUI","ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA506_0_SPE7L120D0025_0,DEPT OF DEFENSE,75.42,2020-10-05,2020-10-09 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551303870!WASHER,FLAT","4551303870!WASHER,FLAT",NUTS AND WASHERS,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA496_0_SPE7L120D0025_0,DEPT OF DEFENSE,20.74,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302768!FILTER ELEMENT,FLUI","4551302768!FILTER ELEMENT,FLUI","ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA473_0_SPE7L120D0025_0,DEPT OF DEFENSE,1043.61,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302745!DRYER,AIR","4551302745!DRYER,AIR","VEHICULAR CAB, BODY, AND FRAME STRUCTURAL COMPONENTS",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA460_0_SPE7L120D0025_0,DEPT OF DEFENSE,53.68,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302732!FILTER ELEMENT,INTA","4551302732!FILTER ELEMENT,INTA","ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA451_0_SPE7L120D0025_0,DEPT OF DEFENSE,22.89,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302723!FILTER-SEPARATOR,LI","4551302723!FILTER-SEPARATOR,LI",LUBRICATION AND FUEL DISPENSING EQUIPMENT,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA447_0_SPE7L120D0025_0,DEPT OF DEFENSE,28.52,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302719!NUT,PLAIN,HEXAGON","4551302719!NUT,PLAIN,HEXAGON",NUTS AND WASHERS,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA443_0_SPE7L120D0025_0,DEPT OF DEFENSE,32.01,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302715!FILTER ELEMENT,FLUI","4551302715!FILTER ELEMENT,FLUI","ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA430_0_SPE7L120D0025_0,DEPT OF DEFENSE,82.92,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302501!BLADE,WINDSHIELD WI","4551302501!BLADE,WINDSHIELD WI",VEHICULAR FURNITURE AND ACCESSORIES,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA410_0_SPE7L120D0025_0,DEPT OF DEFENSE,294.54,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302481!COUPLING,HOSE","4551302481!COUPLING,HOSE","HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA406_0_SPE7L120D0025_0,DEPT OF DEFENSE,103.65,2020-10-05,2020-10-09 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302477!ACCUMULATOR,REFRIGE","4551302477!ACCUMULATOR,REFRIGE",REFRIGERATION AND AIR CONDITIONING COMPONENTS,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA405_0_SPE7L120D0025_0,DEPT OF DEFENSE,78.04,2020-10-05,2020-10-09 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302476!CONTACTOR,MAGNETIC","4551302476!CONTACTOR,MAGNETIC",ELECTRICAL CONTROL EQUIPMENT,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA401_0_SPE7L120D0025_0,DEPT OF DEFENSE,8.8,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,4551302472!O-RING,4551302472!O-RING,O-RING,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA395_0_SPE7L120D0025_0,DEPT OF DEFENSE,1080.48,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302466!STARTER,ENGINE,ELEC","4551302466!STARTER,ENGINE,ELEC","ENGINE ELECTRICAL SYSTEM COMPONENTS, NONAIRCRAFT",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA394_0_SPE7L120D0025_0,DEPT OF DEFENSE,28.73,2020-10-05,2020-10-09 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302465!CLAMP,BLOCK,SECTION","4551302465!CLAMP,BLOCK,SECTION","HARDWARE, COMMERCIAL",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA387_0_SPE7L120D0025_0,DEPT OF DEFENSE,25.92,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302458!COUPLING,HOSE","4551302458!COUPLING,HOSE","HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS",OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7LX21FA377_0_SPE7L120D0025_0,DEPT OF DEFENSE,80.46,2020-10-05,2020-10-13 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,CATERPILLAR INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,"4551302220!SWITCH,FLOW","4551302220!SWITCH,FLOW",SWITCHES,OTHER ENGINE EQUIPMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
