contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
7529_-NONE-_75N95023P00426_0_-NONE-_0,,46200.0,2023-08-15,2025-08-15 00:00:00,Department of Health and Human Services,National Institutes of Health,25.6: Medical care,"UNIVERSITY OF MARYLAND, COLLEGE PARK",MARYLAND,MARYLAND,PURCHASE ORDER,DEVELOPMENT OF HARMONIC ANALYSIS AND MACHINE LEARNING-BASED APPROACHES FOR MAGNETIC RESONANCE PARAMETER ESTIMATION AND FOR DATA FUSION IN MRI,DEVELOPMENT OF HARMONIC ANALYSIS AND MACHINE LEARNING-BASED APPROACHES FOR MAGNETIC RESONANCE PARAMETER ESTIMATION AND FOR DATA FUSION IN MRI,MEDICAL- LABORATORY TESTING,TESTING LABORATORIES AND SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
7523_-NONE-_75D30121C12375_P00003_-NONE-_0,,288343.0,2021-09-01,2024-08-31 00:00:00,Department of Health and Human Services,Centers for Disease Control and Prevention,25.5: Research and development contracts,MICHIGAN TECHNOLOGICAL UNIVERSITY,MICHIGAN,MICHIGAN,DEFINITIVE CONTRACT,FY21 BAA MINE HEALTH AND SAFETY BIG DATA ANALYSIS AND TEXT MINING BY MACHINE LEARNING ALGORITHMS,FY21 BAA MINE HEALTH AND SAFETY BIG DATA ANALYSIS AND TEXT MINING BY MACHINE LEARNING ALGORITHMS,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,55.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
7529_7529_75N92023F00063_0_75N92020A00002_0,NATIONAL INSTITUTES OF HEALTH,222947.24,2023-08-30,2024-08-29 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"GAP SOLUTIONS, INC.",VIRGINIA,VIRGINIA,BPA CALL,23-012527 THE NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE ENGINEER IN ORDER TO OBTAIN RESEARCH INTO AND KNOWLEDGE OF THE NOVEL PROGRESS IN THE FIELD OF IMAGING AI.,23-012527 THE NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE ENGINEER IN ORDER TO OBTAIN RESEARCH INTO AND KNOWLEDGE OF THE NOVEL PROGRESS IN THE FIELD OF IMAGING AI.,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_7529_75N92019F00076_P00008_HHSN268201700011I_0,NATIONAL INSTITUTES OF HEALTH,1289450.06,2019-08-09,2024-02-08 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,DIGITAL SCIENCE & RESEARCH SOLUTIONS INC,MASSACHUSETTS,MARYLAND,DELIVERY ORDER,SCIENTIFIC REVIEW (SR) AND SCIENTIFIC PORTFOLIO ANALYSIS (SPA) - MACHINE LEARNING SUPPORT AND MODEL ENHANCEMENTS,SR/SPA TASK ORDER 0006 - MACHINE LEARNING SUPPORT AND MODEL ENHANCEMENTS,IT AND TELECOM- SYSTEMS DEVELOPMENT,CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N91023C00007_P00001_-NONE-_0,,355000.0,2023-02-28,2024-02-27 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,GENOMIC EXPRESSION INC,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),EO 14042  SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,21.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N91023C00006_P00001_-NONE-_0,,354994.0,2023-02-27,2024-02-26 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"COLUMBUS NANOWORKS, INC.",OHIO,OHIO,DEFINITIVE CONTRACT,EO 14042  SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),EO 14042  SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,21.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_7529_75N92023F00039_P00001_75N92020A00002_0,NATIONAL INSTITUTES OF HEALTH,241456.55,2023-06-01,2024-05-31 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"GAP SOLUTIONS, INC.",VIRGINIA,VIRGINIA,BPA CALL,NIH NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE SCIENTIST IN ORDER TO CONDUCT CUTTING-EDGE AI RESEARCH AND DEVELOPMENT IN THE FIELD OF IMAGING AND BIOMEDICINE.[23-010092],NIH NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE SCIENTIST IN ORDER TO CONDUCT CUTTING-EDGE AI RESEARCH AND DEVELOPMENT IN THE FIELD OF IMAGING AND BIOMEDICINE.[23-010092],SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7530_-NONE-_75FCMC21C0013_P00006_-NONE-_0,,4499522.05,2021-05-11,2023-10-13 00:00:00,Department of Health and Human Services,Centers for Medicare and Medicaid Services,25.2: Other services from non-Federal sources,EXPLORE DIGITS INC,MARYLAND,MARYLAND,DEFINITIVE CONTRACT,THE CENTER FOR CLINICAL STANDARDS AND QUALITY (CCSQ) IS IN NEED OF A CLOUD-BASED ARTIFICIAL INTELLIGENCE (AI) /MACHINE LEARNING (ML) PLATFORM INCLUDING NATURAL LANGUAGE PROCESSING (NLP) THAT: 1) ESTABLISHES A COMMON INFRASTRUCTURE FOR FUTURE AI/NLP/M,THE CENTER FOR CLINICAL STANDARDS AND QUALITY (CCSQ) IS IN NEED OF A CLOUD-BASED ARTIFICIAL INTELLIGENCE (AI) /MACHINE LEARNING (ML) PLATFORM INCLUDING NATURAL LANGUAGE PROCESSING (NLP) THAT: 1) ESTABLISHES A COMMON INFRASTRUCTURE FOR FUTURE AI/NLP/M,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,f,t,f,CORPORATE NOT TAX EXEMPT
7529_7529_75N98023F00034_0_75N98020D00086_0,NATIONAL INSTITUTES OF HEALTH,354887.5,2023-05-23,2024-05-22 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"MEDICAL SCIENCE & COMPUTING, LLC",MARYLAND,ILLINOIS,DELIVERY ORDER,"NATIONAL INSTITUTE OF HEALTH (NIH), THE NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES (NIAID), DIVISION OF INTRAMURAL RESEARCH (DIR), LABORATORY OF INFECTIOUS DISEASES (LID), VIRAL PATHOGENESIS AND EVOLUTION SECTION MACHINE LEARNING, SPECIALI","NATIONAL INSTITUTE OF HEALTH (NIH), THE NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES (NIAID), DIVISION OF INTRAMURAL RESEARCH (DIR), LABORATORY OF INFECTIOUS DISEASES (LID), VIRAL PATHOGENESIS AND EVOLUTION SECTION MACHINE LEARNING, SPECIALI",SUPPORT- PROFESSIONAL: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7505_-NONE-_75A50121C00062_P00004_-NONE-_0,,529878.0,2021-09-24,2023-12-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"AIDAR HEALTH, INC.",MARYLAND,MARYLAND,DEFINITIVE CONTRACT,EO14042 AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CON,AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CONTRACT; T,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,50.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_7529_75N92023F00039_0_75N92020A00002_0,NATIONAL INSTITUTES OF HEALTH,185702.59,2023-06-01,2023-11-30 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"GAP SOLUTIONS, INC.",VIRGINIA,VIRGINIA,BPA CALL,NIH NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE SCIENTIST IN ORDER TO CONDUCT CUTTING-EDGE AI RESEARCH AND DEVELOPMENT IN THE FIELD OF IMAGING AND BIOMEDICINE.[23-010092],NIH NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE SCIENTIST IN ORDER TO CONDUCT CUTTING-EDGE AI RESEARCH AND DEVELOPMENT IN THE FIELD OF IMAGING AND BIOMEDICINE.[23-010092],SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7524_-NONE-_75F40123P00094_0_-NONE-_0,,26150.0,2023-05-08,2028-05-07 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.1: Advisory and assistance services,LEAD CONSULTING AND SERVICE L.L.C.,ARKANSAS,ARKANSAS,PURCHASE ORDER,TECHNICAL EXPERT SERVICES: ARTIFICIAL INTELLIGENCE (AI) FOR NATURAL LANGUAGE PROCESSING (NLP) FOR TEXT DOCUMENTS WITH SPECIFIC EMPHASIS ON AI EXPLAINABILITY AND INTERPRETABILITY,TECHNICAL EXPERT SERVICES: ARTIFICIAL INTELLIGENCE (AI) FOR NATURAL LANGUAGE PROCESSING (NLP) FOR TEXT DOCUMENTS WITH SPECIFIC EMPHASIS ON AI EXPLAINABILITY AND INTERPRETABILITY,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,SOLE PROPRIETORSHIP
7524_7524_75F40122F19010_P00002_75F40121A00023_0,FOOD AND DRUG ADMINISTRATION,1008215.0,2022-04-13,2024-04-17 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.2: Other services from non-Federal sources,"PRECISE SOFTWARE SOLUTIONS, INC.",MARYLAND,MARYLAND,BPA CALL,DATA SCIENTIST SERVICE FOR IMPORT RISK SCREENING AND DETECTION USING ARTIFICIAL AND MACHINE LEARNING,DATA SCIENTIST SERVICE FOR IMPORT RISK SCREENING AND DETECTION USING ARTIFICIAL AND MACHINE LEARNING,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N92021P00081_P00005_-NONE-_0,,119086.0,2021-03-03,2024-04-30 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,CATHOLIC UNIVERSITY OF AMERICA (THE),DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,PURCHASE ORDER,EO 14042 - ARTIFICIAL INTELLIGENCE ALGORITHM AND COMPUTER SOFTWARE DEVELOPMENT,ARTIFICIAL INTELLIGENCE ALGORITHM AND COMPUTER SOFTWARE DEVELOPMENT,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),COMPUTER SYSTEMS DESIGN SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7524_7524_75F40122F19010_P00001_75F40121A00023_0,FOOD AND DRUG ADMINISTRATION,1008215.0,2022-04-13,2024-04-17 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.2: Other services from non-Federal sources,"PRECISE SOFTWARE SOLUTIONS, INC.",MARYLAND,MARYLAND,BPA CALL,DATA SCIENTIST SERVICE FOR IMPORT RISK SCREENING AND DETECTION USING ARTIFICIAL AND MACHINE LEARNING,DATA SCIENTIST SERVICE FOR IMPORT RISK SCREENING AND DETECTION USING ARTIFICIAL AND MACHINE LEARNING,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N91022C00051_P00001_-NONE-_0,,2000000.0,2022-08-29,2024-09-14 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,MRIMATH LLC,ALABAMA,ALABAMA,DEFINITIVE CONTRACT,"TOPIC #402: ARTIFICIAL INTELLIGENCE-AIDED IMAGING FOR CANCER PREVENTION, DIAGNOSIS, AND MONITORING PROJECT TITLE: AN INTERPRETABLE PHYSICIAN-IN-THE-LOOP AL-AIDED SOFTWARE FOR TUMOR SURVEILLANCE IN BRAIN MRIS.","TOPIC #402: ARTIFICIAL INTELLIGENCE-AIDED IMAGING FOR CANCER PREVENTION, DIAGNOSIS, AND MONITORING PROJECT TITLE: AN INTERPRETABLE PHYSICIAN-IN-THE-LOOP AL-AIDED SOFTWARE FOR TUMOR SURVEILLANCE IN BRAIN MRIS.",HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,3.0,N,NO,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,f,f,f,f,PARTNERSHIP
7529_-NONE-_75N91023C00007_0_-NONE-_0,,340334.0,2023-02-28,2024-02-27 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,GENOMIC EXPRESSION INC,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,EO 14042  SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),EO 14042  SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,21.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N91023C00006_0_-NONE-_0,,299994.0,2023-02-27,2024-02-26 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"COLUMBUS NANOWORKS, INC.",OHIO,OHIO,DEFINITIVE CONTRACT,EO 14042  SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),EO 14042  SBIR TOPIC 425 PHASE I:  POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML),HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,21.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7505_-NONE-_75A50121C00062_P00003_-NONE-_0,,529878.0,2021-09-24,2023-06-30 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"AIDAR HEALTH, INC.",MARYLAND,MARYLAND,DEFINITIVE CONTRACT,EO14042 AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CON,AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CONTRACT; T,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,50.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,"PRESIDENTIAL ISSUED EMERGENCY DECLARATION, OR A MAJOR DISASTER DECLARATION",f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7530_-NONE-_75FCMC20C0037_P00005_-NONE-_0,,3980235.2,2020-09-18,2023-09-17 00:00:00,Department of Health and Human Services,Centers for Medicare and Medicaid Services,25.2: Other services from non-Federal sources,ESIMPLICITY INC,MARYLAND,MARYLAND,DEFINITIVE CONTRACT,ADVANCED ANALYTICS ADVISEMENT: PLAN THE MOST EFFECTIVE AND EFFICIENT TRANSITION TO CLOUD INTEGRATION THAT WILL ALSO BE CONDUCIVE TO THE USE OF ARTIFICIAL INTELLIGENCE (AI) AND MACHINE LEARNING (ML).,ADVANCED ANALYTICS ADVISEMENT: PLAN THE MOST EFFECTIVE AND EFFICIENT TRANSITION TO CLOUD INTEGRATION THAT WILL ALSO BE CONDUCIVE TO THE USE OF ARTIFICIAL INTELLIGENCE (AI) AND MACHINE LEARNING (ML).,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (MANAGEMENT/SUPPORT),OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,NO PREFERENCE USED,,AUTHORIZED BY STATUTE (FAR 6.302-5(A)(2)(I)),1.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,t,f,f,f,CORPORATE NOT TAX EXEMPT
7505_-NONE-_75A50121C00043_P00006_-NONE-_0,,749000.0,2021-04-30,2024-01-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"AGILEMD, INC",CALIFORNIA,CALIFORNIA,DEFINITIVE CONTRACT,"EO14042 AGILEMD - THE OVERALL OBJECTIVE OF THIS CONTRACT IS TO FAST TRACK THE DEVELOPMENT AND DEPLOYMENT OF ECART, A CLINICAL DECISION SUPPORT TOOL THAT COMBINES A REAL-TIME MACHINE LEARNING ALGORITHM, WITHIN THE ELECTRONIC HEALTH RECORD OF TEN INITI","THE OVERALL OBJECTIVE OF THIS CONTRACT IS TO FAST TRACK THE DEVELOPMENT AND DEPLOYMENT OF ECART, A CLINICAL DECISION SUPPORT TOOL THAT COMBINES A REAL-TIME MACHINE LEARNING ALGORITHM, WITHIN THE ELECTRONIC HEALTH RECORD OF TEN INITIAL PARTNER HOSPITA",IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,20.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"PRESIDENTIAL ISSUED EMERGENCY DECLARATION, OR A MAJOR DISASTER DECLARATION",f,f,f,f,f,CORPORATE NOT TAX EXEMPT
